ID;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
3232;*;*;*;*;*;North America;*;*;<=50K
3233;*;*;*;*;*;*;*;*;<=50K
3234;*;*;*;*;*;*;Non-Government;*;<=50K
3235;*;*;*;*;*;*;*;*;>50K
3236;*;*;*;*;*;*;*;*;<=50K
3237;*;*;*;*;*;North America;*;*;<=50K
3238;Male;*;*;spouse not present;*;*;*;*;<=50K
3239;Male;*;White;*;*;*;Non-Government;*;<=50K
3240;Male;*;*;spouse not present;*;*;*;*;<=50K
3241;*;*;*;*;*;*;*;*;<=50K
3242;*;*;*;*;*;*;*;*;>50K
3243;*;*;*;*;*;North America;*;*;<=50K
3244;*;*;*;*;*;*;*;*;<=50K
3245;*;*;*;*;*;*;*;*;<=50K
3246;*;*;*;*;*;*;*;*;>50K
3247;*;*;*;*;*;*;*;*;<=50K
3248;*;*;*;*;*;*;*;*;>50K
3249;*;*;*;*;*;North America;*;*;>50K
3250;*;*;*;*;*;*;*;*;>50K
3251;*;*;*;*;*;*;*;*;<=50K
3252;*;*;*;*;*;*;*;*;<=50K
3253;*;*;*;*;*;*;*;*;>50K
3254;*;*;*;*;*;*;*;*;<=50K
3255;*;*;*;*;*;*;*;*;<=50K
3256;*;*;*;*;*;*;*;*;<=50K
3257;Male;*;*;*;*;*;*;*;<=50K
3258;*;*;*;*;*;*;*;*;<=50K
3259;*;*;*;*;*;*;*;*;<=50K
3260;*;*;*;*;*;*;*;*;<=50K
3261;*;*;*;*;*;*;*;*;<=50K
3262;*;*;*;*;*;*;*;*;>50K
3263;*;*;*;*;*;*;*;*;<=50K
3264;*;*;*;*;*;*;*;*;<=50K
3265;*;*;*;*;*;*;*;*;<=50K
3266;*;*;*;*;*;*;*;*;<=50K
3267;*;*;*;*;*;*;*;*;<=50K
3268;*;*;*;*;*;*;*;*;>50K
3269;*;*;*;*;*;*;*;*;<=50K
3270;Male;*;White;*;*;*;Non-Government;*;>50K
3271;Male;*;*;*;*;*;*;*;<=50K
3272;Male;*;*;*;*;*;*;*;<=50K
3273;*;*;*;*;*;*;*;*;<=50K
3274;*;*;*;*;*;*;*;*;<=50K
3275;*;*;*;*;*;*;*;*;<=50K
3276;Male;*;White;*;*;*;Non-Government;*;<=50K
3277;*;*;*;*;*;North America;*;*;>50K
3278;*;*;*;*;*;*;*;*;<=50K
3279;*;*;*;*;*;*;*;*;<=50K
3280;Male;*;*;*;*;*;*;*;<=50K
3281;*;*;*;*;*;*;*;*;>50K
3282;*;*;*;*;*;*;*;*;>50K
3283;*;*;*;*;*;*;*;*;<=50K
3284;*;*;*;*;*;*;*;*;>50K
3285;*;*;*;*;*;*;*;*;>50K
3286;*;*;*;*;*;North America;*;*;>50K
3287;*;*;*;*;*;*;*;*;<=50K
3288;*;*;*;*;*;North America;*;*;<=50K
3289;*;*;*;*;*;*;*;*;>50K
3290;*;*;*;*;*;*;*;*;>50K
3291;*;*;*;*;*;*;*;*;<=50K
3292;*;*;*;*;*;*;*;*;<=50K
3293;*;*;*;*;*;*;*;*;<=50K
3294;*;*;*;*;*;*;*;*;<=50K
3295;*;*;*;*;*;*;*;*;<=50K
3296;*;*;*;*;*;*;*;*;<=50K
3297;*;*;*;*;*;*;*;*;<=50K
3298;*;*;*;*;*;*;*;*;>50K
3299;*;*;*;*;*;*;*;*;<=50K
3300;*;*;*;*;*;*;*;*;<=50K
3301;*;*;*;*;*;*;*;*;>50K
3302;*;*;*;*;*;*;*;*;<=50K
3303;*;*;*;*;*;*;*;*;<=50K
3304;*;*;*;*;*;North America;*;*;>50K
3305;*;*;*;*;*;North America;*;*;<=50K
3306;*;*;*;*;*;*;Non-Government;*;<=50K
3307;*;*;*;*;*;*;*;*;<=50K
3308;*;*;*;*;*;North America;*;*;<=50K
3309;*;*;*;*;*;*;*;*;<=50K
3310;*;*;*;*;*;*;*;*;<=50K
3311;*;*;*;*;*;*;*;*;<=50K
3312;*;*;*;*;*;*;*;*;<=50K
3313;*;*;*;*;*;*;*;*;<=50K
3314;*;*;*;*;*;*;*;*;>50K
3315;*;*;*;*;*;*;*;*;<=50K
3316;*;*;*;*;*;*;*;*;<=50K
3317;*;*;*;*;*;*;*;*;<=50K
3318;*;*;*;*;*;*;*;*;<=50K
3319;*;*;*;*;*;*;*;*;<=50K
3320;*;*;*;*;*;*;*;*;<=50K
3321;*;*;*;*;*;*;Non-Government;*;<=50K
3322;*;*;*;*;*;*;*;*;<=50K
3323;*;*;*;*;*;*;*;*;<=50K
3324;*;*;*;*;*;*;*;*;<=50K
3325;*;*;*;*;*;*;*;*;<=50K
3326;*;*;*;*;*;*;*;*;<=50K
3327;*;*;*;*;*;*;*;*;<=50K
3328;*;*;*;*;*;*;*;*;<=50K
3329;*;*;*;*;*;*;*;*;<=50K
3330;*;*;*;*;*;*;*;*;<=50K
3331;*;*;*;*;*;North America;*;*;<=50K
3332;*;*;*;*;*;*;*;*;<=50K
3333;*;*;*;*;*;*;*;*;<=50K
3334;*;*;*;*;*;*;*;*;<=50K
3335;Male;*;*;*;*;*;*;*;<=50K
3336;*;*;*;*;*;*;*;*;<=50K
3337;*;*;*;*;*;*;*;*;<=50K
3338;Male;*;*;*;*;*;*;*;<=50K
3339;*;*;*;*;*;*;*;*;>50K
3340;Male;*;*;spouse not present;*;*;*;*;<=50K
3341;*;*;*;*;*;*;*;*;<=50K
3342;*;*;*;*;*;North America;*;*;<=50K
3343;*;*;*;*;*;*;*;*;<=50K
3344;*;*;*;*;*;*;*;*;<=50K
3345;*;*;*;*;*;*;*;*;<=50K
3346;*;*;*;*;*;*;*;*;<=50K
3347;*;*;*;*;*;*;*;*;<=50K
3348;*;*;*;*;*;*;*;*;<=50K
3349;*;*;*;*;*;*;*;*;<=50K
3350;*;*;*;*;*;*;*;*;<=50K
3351;*;*;*;*;*;*;*;*;>50K
3352;*;*;*;*;*;*;*;*;>50K
3353;Male;*;*;*;*;*;*;*;<=50K
3354;Male;*;White;*;*;*;Non-Government;*;>50K
3355;*;*;*;*;*;*;*;*;>50K
3356;Male;*;White;*;*;*;Non-Government;*;<=50K
3357;*;*;*;*;*;*;*;*;>50K
3358;*;*;*;*;*;*;*;*;<=50K
3359;Male;*;White;*;*;*;Non-Government;*;>50K
3360;Male;*;White;*;*;*;Non-Government;*;<=50K
3361;*;*;*;*;*;*;*;*;<=50K
3362;*;*;*;*;*;*;*;*;<=50K
3363;*;*;*;*;*;North America;*;*;>50K
3364;*;*;*;*;*;North America;*;*;>50K
3365;Male;*;*;spouse not present;*;*;*;*;>50K
3366;*;*;*;*;*;*;*;*;>50K
3367;*;*;*;*;*;*;*;*;<=50K
3368;*;*;*;*;*;*;*;*;<=50K
3369;*;*;*;*;*;*;*;*;<=50K
3370;*;*;*;*;*;*;Non-Government;*;<=50K
3371;*;*;*;*;*;*;*;*;<=50K
3372;*;*;*;*;*;*;*;*;>50K
3373;*;*;*;*;*;*;*;*;>50K
3374;*;*;*;*;*;*;*;*;<=50K
3375;Male;*;*;*;*;*;*;*;<=50K
3376;*;*;*;*;*;*;*;*;>50K
3377;*;*;*;*;*;*;*;*;<=50K
3378;*;*;*;*;*;*;*;*;<=50K
3379;*;*;*;*;*;*;*;*;<=50K
3380;Male;*;*;spouse not present;*;*;*;*;<=50K
3381;*;*;*;*;*;*;*;*;<=50K
3382;*;*;*;*;*;*;*;*;<=50K
3383;*;*;*;*;*;*;Non-Government;*;<=50K
3384;*;*;*;*;*;North America;*;*;<=50K
3385;*;*;*;*;*;*;*;*;<=50K
3386;*;*;*;*;*;*;*;*;<=50K
3387;*;*;*;*;*;*;*;*;<=50K
3388;*;*;*;*;*;North America;*;*;<=50K
3389;*;*;*;*;*;North America;*;*;<=50K
3390;*;*;*;*;*;North America;*;*;<=50K
3391;*;*;*;*;*;North America;*;*;>50K
3392;*;*;*;*;*;*;*;*;<=50K
3393;*;*;*;*;*;*;*;*;<=50K
3394;*;*;*;*;*;*;*;*;<=50K
3395;*;*;*;*;*;*;*;*;<=50K
3396;*;*;*;*;*;*;Non-Government;*;<=50K
3397;*;*;*;*;*;*;*;*;>50K
3398;Male;*;*;*;*;*;*;*;<=50K
3399;*;*;*;*;*;*;*;*;>50K
3400;*;*;*;*;*;*;*;*;<=50K
3401;*;*;*;*;*;*;*;*;<=50K
3402;*;*;*;*;*;*;*;*;<=50K
3403;Male;*;*;*;*;*;*;*;<=50K
3404;Male;*;*;spouse not present;*;*;*;*;<=50K
3405;*;*;*;*;*;*;*;*;>50K
3406;*;*;*;*;*;*;*;*;<=50K
3407;*;*;*;*;*;*;*;*;<=50K
3408;*;*;*;*;*;*;*;*;<=50K
3409;*;*;*;*;*;*;*;*;<=50K
3410;*;*;*;*;*;*;*;*;<=50K
3411;*;*;*;*;*;*;*;*;<=50K
3412;*;*;*;*;*;*;*;*;>50K
3413;*;*;*;*;*;*;*;*;<=50K
3414;*;*;*;*;*;*;*;*;>50K
3415;*;*;*;*;*;*;*;*;<=50K
3416;*;*;*;*;*;*;*;*;<=50K
3417;*;*;*;*;*;*;*;*;<=50K
3418;Male;*;White;*;*;*;Non-Government;*;<=50K
3419;*;*;*;*;*;*;*;*;>50K
3420;Male;*;*;spouse not present;*;*;*;*;>50K
3421;*;*;*;*;*;*;Non-Government;*;>50K
3422;*;*;*;*;*;*;*;*;>50K
3423;*;*;*;*;*;*;*;*;>50K
3424;*;*;*;*;*;*;*;*;>50K
3425;*;*;*;*;*;*;*;*;<=50K
3426;*;*;*;*;*;*;*;*;<=50K
3427;*;*;*;*;*;*;*;*;<=50K
3428;*;*;*;*;*;*;*;*;<=50K
3429;*;*;*;*;*;North America;*;*;>50K
3430;*;*;*;*;*;*;*;*;>50K
3431;*;*;*;*;*;*;*;*;<=50K
3432;*;*;*;*;*;*;*;*;<=50K
3433;*;*;*;*;*;*;*;*;<=50K
3434;*;*;*;*;*;North America;*;*;<=50K
3435;Male;*;White;*;*;*;Non-Government;*;<=50K
3436;*;*;*;*;*;*;*;*;>50K
3437;*;*;*;*;*;North America;*;*;<=50K
3438;*;*;*;*;*;*;*;*;<=50K
3439;*;*;*;*;*;*;*;*;<=50K
3440;Male;*;White;*;*;*;Non-Government;*;<=50K
3441;*;*;*;*;*;*;*;*;<=50K
3442;*;*;*;*;*;*;*;*;<=50K
3443;*;*;*;*;*;*;*;*;>50K
3444;*;*;*;*;*;*;*;*;<=50K
3445;Male;*;White;*;*;*;Non-Government;*;<=50K
3446;Male;*;White;*;*;*;Non-Government;*;<=50K
3447;*;*;*;*;*;*;*;*;<=50K
3448;*;*;*;*;*;*;*;*;>50K
3449;*;*;*;*;*;*;*;*;<=50K
3450;*;*;*;*;*;*;*;*;<=50K
3451;*;*;*;*;*;*;*;*;<=50K
3452;*;*;*;*;*;North America;*;*;>50K
3453;*;*;*;*;*;*;*;*;>50K
3454;*;*;*;*;*;*;*;*;<=50K
3455;*;*;*;*;*;*;*;*;<=50K
3456;*;*;*;*;*;*;*;*;>50K
3457;Male;*;*;spouse not present;*;*;*;*;<=50K
3458;*;*;*;*;*;*;*;*;<=50K
3459;*;*;*;*;*;*;*;*;<=50K
3460;*;*;*;*;*;*;*;*;<=50K
3461;*;*;*;*;*;*;*;*;<=50K
3462;*;*;*;*;*;*;*;*;<=50K
3463;*;*;*;*;*;*;*;*;<=50K
3464;*;*;*;*;*;*;*;*;<=50K
3465;*;*;*;*;*;*;*;*;<=50K
3466;*;*;*;*;*;*;*;*;>50K
3467;*;*;*;*;*;*;*;*;<=50K
3468;*;*;*;*;*;*;*;*;<=50K
3469;*;*;*;*;*;*;*;*;<=50K
3470;Male;*;White;*;*;*;Non-Government;*;>50K
3471;*;*;*;*;*;*;*;*;<=50K
3472;*;*;*;*;*;*;*;*;<=50K
3473;*;*;*;*;*;North America;*;*;<=50K
3474;*;*;*;*;*;*;Non-Government;*;<=50K
3475;*;*;*;*;*;North America;*;*;<=50K
3476;Male;*;*;spouse not present;*;*;*;*;<=50K
3477;*;*;*;*;*;*;*;*;>50K
3478;*;*;*;*;*;*;*;*;<=50K
3479;*;*;*;*;*;*;Non-Government;*;>50K
3480;*;*;*;*;*;*;*;*;>50K
3481;*;*;*;*;*;*;*;*;<=50K
3482;*;*;*;*;*;*;*;*;<=50K
3483;*;*;*;*;*;*;*;*;<=50K
3484;Male;*;*;spouse not present;*;*;*;*;<=50K
3485;*;*;*;*;*;*;*;*;<=50K
3486;Male;*;White;*;*;*;Non-Government;*;>50K
3487;*;*;*;*;*;North America;*;*;<=50K
3488;*;*;*;*;*;*;*;*;<=50K
3489;*;*;*;*;*;*;*;*;<=50K
3490;*;*;*;*;*;*;*;*;<=50K
3491;*;*;*;*;*;*;*;*;<=50K
3492;*;*;*;*;*;*;*;*;<=50K
3493;*;*;*;*;*;*;*;*;<=50K
3494;*;*;*;*;*;*;*;*;<=50K
3495;Male;*;*;spouse not present;*;*;*;*;<=50K
3496;*;*;*;*;*;*;*;*;>50K
3497;*;*;*;*;*;*;*;*;<=50K
3498;*;*;*;*;*;*;*;*;<=50K
3499;*;*;*;*;*;*;*;*;>50K
3500;*;*;*;*;*;*;*;*;<=50K
3501;*;*;*;*;*;*;*;*;<=50K
3502;*;*;*;*;*;*;*;*;>50K
3503;*;*;*;*;*;*;*;*;<=50K
3504;*;*;*;*;*;*;*;*;<=50K
3505;*;*;*;*;*;*;*;*;<=50K
3506;*;*;*;*;*;*;*;*;<=50K
3507;*;*;*;*;*;*;*;*;>50K
3508;*;*;*;*;*;*;*;*;<=50K
3509;*;*;*;*;*;*;*;*;<=50K
3510;*;*;*;*;*;*;*;*;<=50K
3511;*;*;*;*;*;*;*;*;<=50K
3512;*;*;*;*;*;*;*;*;<=50K
3513;Male;*;*;spouse not present;*;*;*;*;<=50K
3514;*;*;*;*;*;*;*;*;<=50K
3515;Male;*;White;*;*;*;Non-Government;*;<=50K
3516;*;*;*;*;*;*;*;*;<=50K
3517;*;*;*;*;*;*;*;*;<=50K
3518;*;*;*;*;*;*;*;*;>50K
3519;Male;*;White;*;*;*;Non-Government;*;<=50K
3520;*;*;*;*;*;*;*;*;>50K
3521;*;*;*;*;*;*;*;*;<=50K
3522;*;*;*;*;*;*;*;*;<=50K
3523;*;*;*;*;*;*;*;*;<=50K
3524;*;*;*;*;*;*;*;*;>50K
3525;*;*;*;*;*;*;*;*;<=50K
3526;*;*;*;*;*;*;*;*;<=50K
3527;*;*;*;*;*;*;*;*;<=50K
3528;*;*;*;*;*;*;*;*;<=50K
3529;*;*;*;*;*;*;*;*;<=50K
3530;*;*;*;*;*;*;*;*;<=50K
3531;*;*;*;*;*;*;*;*;<=50K
3532;*;*;*;*;*;*;*;*;>50K
3533;*;*;*;*;*;*;*;*;<=50K
3534;*;*;*;*;*;*;*;*;>50K
3535;*;*;*;*;*;*;*;*;>50K
3536;*;*;*;*;*;*;*;*;<=50K
3537;*;*;*;*;*;*;*;*;>50K
3538;*;*;*;*;*;*;*;*;<=50K
3539;Male;*;*;spouse not present;*;*;*;*;<=50K
3540;*;*;*;*;*;*;Non-Government;*;<=50K
3541;*;*;*;*;*;*;*;*;<=50K
3542;*;*;*;*;*;*;*;*;<=50K
3543;*;*;*;*;*;*;*;*;<=50K
3544;*;*;*;*;*;*;*;*;>50K
3545;*;*;*;*;*;*;*;*;<=50K
3546;*;*;*;*;*;*;*;*;>50K
3547;*;*;*;*;*;*;*;*;>50K
3548;*;*;*;*;*;*;*;*;>50K
3549;*;*;*;*;*;*;*;*;>50K
3550;*;*;*;*;*;North America;*;*;>50K
3551;*;*;*;*;*;*;*;*;<=50K
3552;*;*;*;*;*;*;*;*;<=50K
3553;Male;*;White;*;*;*;Non-Government;*;<=50K
3554;*;*;*;*;*;*;*;*;<=50K
3555;*;*;*;*;*;North America;*;*;<=50K
3556;*;*;*;*;*;*;*;*;<=50K
3557;*;*;*;*;*;*;*;*;<=50K
3558;*;*;*;*;*;*;*;*;<=50K
3559;*;*;*;*;*;North America;*;*;<=50K
3560;*;*;*;*;*;*;*;*;<=50K
3561;*;*;*;*;*;*;*;*;<=50K
3562;*;*;*;*;*;*;*;*;>50K
3563;*;*;*;*;*;*;*;*;>50K
3564;*;*;*;*;*;*;*;*;<=50K
3565;*;*;*;*;*;*;*;*;>50K
3566;*;*;*;*;*;North America;*;*;<=50K
3567;*;*;*;*;*;*;*;*;>50K
3568;*;*;*;*;*;*;*;*;<=50K
3569;*;*;*;*;*;*;*;*;>50K
3570;Male;*;*;*;*;*;*;*;<=50K
3571;*;*;*;*;*;*;*;*;>50K
3572;*;*;*;*;*;*;*;*;<=50K
3573;Male;*;*;*;*;*;*;*;<=50K
3574;*;*;*;*;*;*;Non-Government;*;>50K
3575;*;*;*;*;*;*;*;*;<=50K
3576;*;*;*;*;*;*;*;*;>50K
3577;*;*;*;*;*;*;*;*;<=50K
3578;*;*;*;*;*;*;*;*;<=50K
3579;*;*;*;*;*;*;*;*;<=50K
3580;*;*;*;*;*;*;*;*;>50K
3581;*;*;*;*;*;*;*;*;<=50K
3582;*;*;*;*;*;North America;*;*;<=50K
3583;*;*;*;*;*;*;Non-Government;*;<=50K
3584;*;*;*;*;*;*;*;*;<=50K
3585;*;*;*;*;*;*;*;*;<=50K
3586;*;*;*;*;*;*;*;*;<=50K
3587;*;*;*;*;*;*;*;*;>50K
3588;*;*;*;*;*;*;*;*;<=50K
3589;*;*;*;*;*;North America;*;*;>50K
3590;*;*;*;*;*;*;*;*;<=50K
3591;*;*;*;*;*;*;*;*;<=50K
3592;*;*;*;*;*;North America;*;*;<=50K
3593;*;*;*;*;*;North America;*;*;>50K
3594;Male;*;*;spouse not present;*;*;*;*;<=50K
3595;Male;*;White;*;*;*;Non-Government;*;<=50K
3596;Male;*;*;spouse not present;*;*;*;*;<=50K
3597;*;*;*;*;*;*;*;*;<=50K
3598;Male;*;*;*;*;*;*;*;<=50K
3599;*;*;*;*;*;*;*;*;<=50K
3600;*;*;*;*;*;*;*;*;<=50K
3601;*;*;*;*;*;*;*;*;<=50K
3602;*;*;*;*;*;*;*;*;<=50K
3603;*;*;*;*;*;*;*;*;>50K
3604;*;*;*;*;*;*;*;*;>50K
3605;Male;*;White;*;*;*;Non-Government;*;<=50K
3606;*;*;*;*;*;North America;*;*;>50K
3607;*;*;*;*;*;*;*;*;<=50K
3608;*;*;*;*;*;*;*;*;<=50K
3609;*;*;*;*;*;North America;*;*;>50K
3610;*;*;*;*;*;North America;*;*;<=50K
3611;*;*;*;*;*;*;*;*;<=50K
3612;*;*;*;*;*;*;*;*;<=50K
3613;*;*;*;*;*;*;*;*;<=50K
3614;*;*;*;*;*;*;*;*;<=50K
3615;*;*;*;*;*;*;*;*;<=50K
3616;*;*;*;*;*;North America;*;*;<=50K
3617;*;*;*;*;*;*;*;*;<=50K
3618;*;*;*;*;*;*;*;*;<=50K
3619;*;*;*;*;*;*;*;*;<=50K
3620;*;*;*;*;*;*;*;*;<=50K
3621;*;*;*;*;*;*;*;*;>50K
3622;*;*;*;*;*;*;*;*;<=50K
3623;Male;*;White;*;*;*;Non-Government;*;<=50K
3624;*;*;*;*;*;*;*;*;<=50K
3625;*;*;*;*;*;*;*;*;>50K
3626;*;*;*;*;*;*;*;*;<=50K
3627;*;*;*;*;*;*;Non-Government;*;<=50K
3628;*;*;*;*;*;*;*;*;<=50K
3629;*;*;*;*;*;*;*;*;<=50K
3630;*;*;*;*;*;*;*;*;<=50K
3631;*;*;*;*;*;*;*;*;>50K
3632;*;*;*;*;*;*;*;*;>50K
3633;*;*;*;*;*;*;*;*;<=50K
3634;*;*;*;*;*;North America;*;*;<=50K
3635;*;*;*;*;*;*;*;*;<=50K
3636;*;*;*;*;*;*;*;*;>50K
3637;*;*;*;*;*;*;*;*;<=50K
3638;*;*;*;*;*;*;*;*;>50K
3639;*;*;*;*;*;*;*;*;<=50K
3640;Male;*;White;*;*;*;Non-Government;*;<=50K
3641;*;*;*;*;*;*;*;*;<=50K
3642;*;*;*;*;*;*;*;*;<=50K
3643;*;*;*;*;*;*;*;*;<=50K
3644;*;*;*;*;*;*;*;*;<=50K
3645;*;*;*;*;*;*;*;*;<=50K
3646;*;*;*;*;*;*;*;*;<=50K
3647;*;*;*;*;*;North America;*;*;<=50K
3648;*;*;*;*;*;*;*;*;<=50K
3649;*;*;*;*;*;*;*;*;<=50K
3650;*;*;*;*;*;*;*;*;<=50K
3651;*;*;*;*;*;*;*;*;<=50K
3652;*;*;*;*;*;*;*;*;<=50K
3653;*;*;*;*;*;North America;*;*;>50K
3654;*;*;*;*;*;*;*;*;<=50K
3655;*;*;*;*;*;*;*;*;<=50K
3656;*;*;*;*;*;*;*;*;<=50K
3657;*;*;*;*;*;*;*;*;<=50K
3658;Male;*;White;*;*;*;Non-Government;*;>50K
3659;*;*;*;*;*;*;*;*;<=50K
3660;*;*;*;*;*;*;*;*;<=50K
3661;Male;*;*;*;*;*;*;*;>50K
3662;*;*;*;*;*;*;*;*;<=50K
3663;*;*;*;*;*;*;*;*;<=50K
3664;*;*;*;*;*;*;*;*;<=50K
3665;*;*;*;*;*;*;*;*;<=50K
3666;*;*;*;*;*;North America;*;*;<=50K
3667;Male;*;White;*;*;*;Non-Government;*;<=50K
3668;*;*;*;*;*;*;*;*;<=50K
3669;*;*;*;*;*;*;*;*;<=50K
3670;Male;*;*;spouse not present;*;*;*;*;<=50K
3671;*;*;*;*;*;*;*;*;<=50K
3672;*;*;*;*;*;*;*;*;>50K
3673;*;*;*;*;*;*;*;*;>50K
3674;*;*;*;*;*;*;*;*;<=50K
3675;Male;*;White;*;*;*;Non-Government;*;>50K
3676;*;*;*;*;*;*;*;*;<=50K
3677;*;*;*;*;*;*;*;*;<=50K
3678;*;*;*;*;*;*;*;*;<=50K
3679;Male;*;White;*;*;*;Non-Government;*;<=50K
3680;*;*;*;*;*;*;*;*;<=50K
3681;*;*;*;*;*;*;*;*;<=50K
3682;*;*;*;*;*;*;*;*;<=50K
3683;Male;*;*;*;*;*;*;*;<=50K
3684;*;*;*;*;*;*;*;*;<=50K
3685;*;*;*;*;*;*;*;*;<=50K
3686;*;*;*;*;*;*;*;*;<=50K
3687;*;*;*;*;*;*;*;*;<=50K
3688;*;*;*;*;*;North America;*;*;>50K
3689;*;*;*;*;*;North America;*;*;<=50K
3690;*;*;*;*;*;*;*;*;<=50K
3691;*;*;*;*;*;*;*;*;<=50K
3692;*;*;*;*;*;*;*;*;<=50K
3693;*;*;*;*;*;*;*;*;<=50K
3694;*;*;*;*;*;*;*;*;<=50K
3695;*;*;*;*;*;North America;*;*;>50K
3696;*;*;*;*;*;*;*;*;>50K
3697;*;*;*;*;*;*;*;*;<=50K
3698;*;*;*;*;*;*;*;*;<=50K
3699;*;*;*;*;*;*;*;*;>50K
3700;*;*;*;*;*;*;*;*;<=50K
3701;*;*;*;*;*;*;*;*;<=50K
3702;*;*;*;*;*;*;*;*;<=50K
3703;Male;*;*;*;*;*;*;*;<=50K
3704;*;*;*;*;*;*;*;*;<=50K
3705;*;*;*;*;*;*;*;*;<=50K
3706;*;*;*;*;*;*;*;*;>50K
3707;*;*;*;*;*;*;*;*;<=50K
3708;*;*;*;*;*;*;*;*;<=50K
3709;*;*;*;*;*;*;*;*;<=50K
3710;*;*;*;*;*;*;*;*;<=50K
3711;*;*;*;*;*;*;*;*;<=50K
3712;*;*;*;*;*;*;*;*;<=50K
3713;*;*;*;*;*;*;*;*;<=50K
3714;*;*;*;*;*;*;*;*;<=50K
3715;*;*;*;*;*;*;*;*;<=50K
3716;*;*;*;*;*;*;*;*;<=50K
3717;*;*;*;*;*;*;*;*;>50K
3718;*;*;*;*;*;*;*;*;<=50K
3719;*;*;*;*;*;*;*;*;>50K
3720;*;*;*;*;*;*;*;*;>50K
3721;*;*;*;*;*;*;*;*;<=50K
3722;*;*;*;*;*;*;*;*;>50K
3723;*;*;*;*;*;*;*;*;<=50K
3724;*;*;*;*;*;*;*;*;>50K
3725;*;*;*;*;*;*;*;*;<=50K
3726;*;*;*;*;*;*;*;*;<=50K
3727;*;*;*;*;*;*;*;*;<=50K
3728;*;*;*;*;*;*;*;*;<=50K
3729;*;*;*;*;*;*;Non-Government;*;<=50K
3730;*;*;*;*;*;*;*;*;<=50K
3731;*;*;*;*;*;*;*;*;<=50K
3732;*;*;*;*;*;*;*;*;<=50K
3733;*;*;*;*;*;*;*;*;<=50K
3734;Male;*;*;spouse not present;*;*;*;*;<=50K
3735;*;*;*;*;*;*;*;*;<=50K
3736;*;*;*;*;*;*;*;*;<=50K
3737;*;*;*;*;*;*;*;*;<=50K
3738;*;*;*;*;*;*;*;*;>50K
3739;*;*;*;*;*;*;*;*;<=50K
3740;*;*;*;*;*;*;Non-Government;*;<=50K
3741;Male;*;*;spouse not present;*;*;*;*;<=50K
3742;*;*;*;*;*;*;Non-Government;*;<=50K
3743;*;*;*;*;*;*;*;*;<=50K
3744;Male;*;*;*;*;*;*;*;<=50K
3745;*;*;*;*;*;*;*;*;<=50K
3746;*;*;*;*;*;*;*;*;<=50K
3747;*;*;*;*;*;*;*;*;<=50K
3748;*;*;*;*;*;*;*;*;>50K
3749;*;*;*;*;*;*;*;*;>50K
3750;*;*;*;*;*;*;*;*;<=50K
3751;Male;*;*;*;*;*;*;*;<=50K
3752;*;*;*;*;*;*;*;*;<=50K
3753;*;*;*;*;*;*;*;*;<=50K
3754;*;*;*;*;*;*;*;*;<=50K
3755;Male;*;White;*;*;*;Non-Government;*;<=50K
3756;*;*;*;*;*;*;Non-Government;*;>50K
3757;*;*;*;*;*;*;*;*;>50K
3758;Male;*;*;spouse not present;*;*;*;*;<=50K
3759;Male;*;White;*;*;*;Non-Government;*;<=50K
3760;*;*;*;*;*;*;*;*;<=50K
3761;Male;*;White;*;*;*;Non-Government;*;<=50K
3762;*;*;*;*;*;*;*;*;<=50K
3763;*;*;*;*;*;*;*;*;<=50K
3764;*;*;*;*;*;*;*;*;<=50K
3765;*;*;*;*;*;*;*;*;<=50K
3766;*;*;*;*;*;*;*;*;<=50K
3767;*;*;*;*;*;*;*;*;<=50K
3768;*;*;*;*;*;*;*;*;<=50K
3769;*;*;*;*;*;*;*;*;<=50K
3770;*;*;*;*;*;*;*;*;<=50K
3771;*;*;*;*;*;*;*;*;>50K
3772;*;*;*;*;*;*;*;*;<=50K
3773;*;*;*;*;*;*;*;*;<=50K
3774;*;*;*;*;*;*;*;*;>50K
3775;*;*;*;*;*;*;*;*;<=50K
3776;Male;*;*;*;*;*;*;*;<=50K
3777;*;*;*;*;*;*;*;*;<=50K
3778;*;*;*;*;*;North America;*;*;<=50K
3779;*;*;*;*;*;*;*;*;<=50K
3780;Male;*;White;*;*;*;Non-Government;*;>50K
3781;*;*;*;*;*;*;*;*;<=50K
3782;*;*;*;*;*;*;*;*;<=50K
3783;*;*;*;*;*;*;*;*;<=50K
3784;*;*;*;*;*;*;*;*;<=50K
3785;*;*;*;*;*;*;*;*;<=50K
3786;*;*;*;*;*;*;*;*;>50K
3787;*;*;*;*;*;*;*;*;<=50K
3788;*;*;*;*;*;*;*;*;<=50K
3789;*;*;*;*;*;*;*;*;<=50K
3790;*;*;*;*;*;*;*;*;>50K
3791;*;*;*;*;*;*;*;*;<=50K
3792;*;*;*;*;*;North America;*;*;>50K
3793;*;*;*;*;*;*;*;*;<=50K
3794;*;*;*;*;*;*;*;*;<=50K
3795;*;*;*;*;*;*;*;*;<=50K
3796;*;*;*;*;*;*;*;*;>50K
3797;*;*;*;*;*;*;*;*;<=50K
3798;*;*;*;*;*;*;*;*;<=50K
3799;*;*;*;*;*;*;*;*;<=50K
3800;Male;*;*;*;*;*;*;*;<=50K
3801;*;*;*;*;*;*;*;*;<=50K
3802;Male;*;White;*;*;*;Non-Government;*;>50K
